id;image_url;image_format;link;title;date
1874-274270;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/58/91/53/58915353866493345215578079523222091881.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274270;"Kaart van de Nienoortsche veenen wijken diepen gruppen meiren; en nieuw molen canaal &amp;c. &amp;c. &amp;c.";1811
1874-274469;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/13/96/84/139684595312748342993913551948539426010.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274469;Kaart van de bedykte en droog gemaakte gecombineerde Noord Plas;1768
1874-274805;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/22/18/17/22181789505004053223432479062572398824.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274805;Kaart van de landen van Heusden en Althena, met derzelver aangrenzende polders, buiten-landen en aanpaalende rivieren: behoorende by het generaale plan tot het aftappen der inundatiewateren van de voornoemde landen door den inspecteur generaal van 's land;1798
1874-274467;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/88/33/41/88334196581076517305152760513976729942.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274467;Kaart van de meer-oevers om de Rietwyker-oordsche Polder;1792
1874-274239;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/33/33/38/33333873106158695824648735738357354781.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274239;"Kaart van de rivier de Lek benedendams met desselfs dyken, uiterwaarden en kribben &amp;c.";1824
1874-274247;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/19/35/66/19356606515297355647507874497604670985.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274247;Kaart van de rivier de Lek met zyn uiterwaarden, noorder en zuider dyken van de Merwede beneden Krimpen, tot het Schoor van Hagestein boven Vianen;1764
1874-274822;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/81/35/19/81351908441690196816532411564562414475.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274822;Kaart van de zeedyk tussen Amsterdam en Muyden, vertoonende den dyk, met de te maaken agter-vaart en kaade, sluyjens en duykers, daar by aangeweezen ...;1703
1874-274808;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/44/07/144407007914870190522665668822084521724.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274808;Kaart van den tegenwoordigen zee-dyk liggende voor de landen van Huisduinen en de Helder, strekkende van het Nieuwe-Diep tot aan Kykduin, mitsgaders de diepte voor dezelve gepeild, van twee tot twee roeden naar zee, met hoog-water in Amsterdamsche voeten;1775
1874-274476;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/43/02/77/43027778618323497142944967123751706801.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274476;Kaart van een gedeelte der riviere de Neder-Ryn en Waal met de tussen gelegen Neder Betuwe omtrent de dorpen Heusde en Dodewaart, waar in aangetoond word, 't geconcipieerde overlaat van den heer Barnevelt ...;1754
1874-274834;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/54/28/54/54285429470078827960202591178518474054.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274834;Kaart van een gedeelte der schorren, slicken en blicken, leggende en bestrekken de zig ten zuiden van de stad Axel ...;1777
1874-274470;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/46/58/58/46585811664151230809987098009611116369.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274470;Kaart van een gedeelte der veen en droogmakery genaamt de Butter-Polder: welke meede begrepen is in de bedyking van de gecombineerde Noord Plas, onder Hazerswoude c.s. ingevolge octroy van dato 12 Mey 1759, wordende op dezelve kaart aangeweezen het concep;1773
1874-274813;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/10/89/101089703855937443557385226846246982614.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274813;Kaart van het Horntje, midsgaders van de dykagie van de polder het Nieuwe Land, het Spyke, de Texelse Zeedyk tot de paal No. 137 by het tweede Wier-Hooft, beoosten het Oude Schild;1751
1874-274244;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/68/49/28/68492846174887340149609205093414954636.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274244;Kaart van het Katwijksche kanaal;1800
1874-274717;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/10/38/111038605498305391143377324392292334245.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274717;"Kaart van het Nieuwe Diep aan de Helder aanwyzende de werken en de peilingen der diepte, met ordinaar hoog water, in Amsterdamsche voeten; op order van de Edelmogende Heeren Gecommitteerden door zijne doorlugtige Hoogheid benoemd tot het formeeren van een";1787
1874-274816;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/41/41/43/41414326936232367020218003535574375485.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274816;Kaart van het Ye, omtrent de stad Amsterdam, met eenige geprojecteerde werken, ten noorden en oosten der gemelde stad, zo om de steeds toeneemende ondiepte voor de admiraliteits en Oost-Indische Compagnies boomen voor te komen, als om in het algemeen het;1773
1874-274820;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/48/46/04/48460401228071958663699001969033662339.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274820;Kaart van het westelyk Ye tusschen Amsteldam en Spaerndam: met de diepten in het zelve, overÃ«en komende met het Amsterdamsche peil, dat is ten naasten by, met den gewoonen vloed by stil weÃªr: zynde tevens op deeze kaart met de letters A.B.C.D.E.F.G en H;1783
1874-274472;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/66/82/146682683632803794189447405480727706302.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274472;Kaart, gecopieerd uit de groote kaart van Rhynland, waar op de geconcipieerde bedyking en droogmaking van de gecombineerde Nieukoopsche Plas, en plassen onder Amstelland en het Sticht, ten Noord-Oosten van Zevenhoven, met de ring- en- binnen dyken, stand;1791
1874-274829;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/98/26/169826230979080342533759833304377215966.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274829;Kaarte van eenige slikken en blikken van het Moerspuy en Verkens-putten met de raayinge van het leggen der nieuwen dijk ...;1767
1874-274814;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/27/91/30/27913087151758405418360492499042793702.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274814;Kaarte van het West end van het eyland Ter Schellingh streckende van het soo genaamde Makkelyk Oud tot aan en met den Nieuwen Dyk leggende beoosten het dorp West Ter Schellingh;1749
1874-274819;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/91/37/06/91370684850493021654700911636085900102.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274819;Kaarte van het Ye vertoonende deszelvs diepte voor en omtrent de stad Amsterdam door 't ys gepeylt in de jaaren 1776 en 1777 ...;1777
1874-274267;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/74/70/147470999912821732142326342099316971933.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274267;Kaerte van Suyt-Hollants grootste deel, vervatende geheel Rynlandt ende Suytkennemerlandt, mitsgaders een gedeelte van Delflandt, Amstellandt ende het Sticht van Uytrecht, vertoonende alle de Steeden, Dorpen, Casteelen, weegen, uytwateringen ende Sluysen,;1724
1874-274468;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/69/25/56/69255692819209381349405270101613915552.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274468;Landkaarte vande Binnen Polder van Slooten en het Middelvelt: groot 1775 morgen;1713
1874-274807;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/29/98/79/29987960246023752851182258488408679063.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274807;Naukeurige afbeeldingh van den tegenwoordigen zeedyk leggende voor de landen van Huysduynen en de Helder, strekkende van het Nieuwe Diep tot aan Kykduyn;1749
1874-274471;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/67/44/166744353229146001407797402803069369593.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274471;Nieuwe kaart van de gecombineerde Nieukoopsche Plas, geleegen onder Nieukoop, Zevenhoven, Nieuveen, Schoot, de Graaflykheid, Korteraar, en Aarlanderveen, mitsgaders van de plassen ten noord-oosten onder Zevenhoven, Nieveen, Kalslagen, Uitterbuurt, en de p;1790
1874-274252;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/42/37/94/42379422591721502426551980077104723282.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274252;Nieuwe kaart van het Dykgraafschap van Dregterland;1775
1874-274254;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/32/44/123244152737684715115609023164553391404.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274254;Nieuwe kaarte vertoonende den geheelen Alblasserwaardt met de Vyf Heeren Landen samen groot 33110 mergen;1740
1874-274812;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/00/95/150095542559602530782478213310548699252.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274812;Peilingen gedaan den 25 Julij 1800 door A. Hoek, op het ordinaire hoog water ...;1800
1874-274260;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/60/82/67/60826765847502039061478934746532282060.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274260;Purmer: de Purmer is gemeeten AÂ° 1622 door Mr. Lucas Jansz Zinck landmeter, en op nieuws oversien verbeetert en in 't licht gebragt AÂ° 1683 door Joannes Leupenius landmeter;1683
1874-274256;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/40/35/10/40351070403752986642992160108107191886.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274256;Wieringer-Waert;1685
1874-274825;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/15/52/121552152169726873892520516276856039542.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274825;Zas van Gent en eenige environs;1774
1874-274824;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/94/61/64/94616452123979373175555342880784310867.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274824;Zas van Gent met derzelver situatie ten opzigte van Axel, Philippine en den Austrischen Polder, met derzelver neevens-liggende schorren van het Canis-vliet;1770
1874-274473;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/63/52/62/63526249395923768124098616856081095674.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274473;['t Ambacht van Hillegersberg, 't Ambacht van Bleyswijk, Eendragts Droogmakery, Twee Mans Polder]: ... na de metingen, en gedaane opgaven van C. Beket en C. Swieb. Actum Rotterdam 1770. D. Smits,;1770
1874-274240;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/18/97/121897787658886183130177967716599383343.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274240;[De Rotte];17XX
1874-274818;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/61/15/07/61150786263815442711914473143680167240.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274818;[Het IJ met peilingen];1777
1874-274823;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/87/89/42/87894250116073708179903488924022694630.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274823;[Kaarte van de bedykte schorren tussen Hulst, Axel en Sas van Gent, zoo als de zelve in July 1790 gelegen zijn ...];1790
1874-274266;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/26/32/46/26324632053523635248405773605796139979.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274266;[Nieuweramstel e.o.];17XX
1874-274835;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/96/11/119611053834414508411256089957494749886.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-274835;[Polders en schorren bij Hulst en Axel];1780
1874-275211;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/17/86/111786990784827456266375741154690388267.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275211;'T Hooghe Heymraedtschap vanden Lande van Woerden;1690
1874-275162;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/32/97/99/32979973584275225322041269802630364984.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275162;'t Hoogh-Heemraetschap vande uytwaterende sluysen in Kennemerlandt ende West-Frieslandt;1681
1874-275168;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/85/12/148512278058694246606579348547945545243.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275168;'t Hoogh-Heemraetschap vande uytwaterende sluysen in Kennemerlandt ende West-Vrieslandt;1681
1874-275358;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/88/11/128811603712460441912131586601625078606.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275358;Caarte vanden Slaperdijk streckende vande Stichtse bergen tot aan de hoogte van Gelderland;1705
1874-275513;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/75/45/51/75455169370608204715531251635869439441.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275513;Caerte gemaeckt op ordre vande bovengenoemde Heeren Opperdijckgraeff en Hoog Heemraden des Ringhs van Putten, nae de meetinge gedaen by Daniel Schellincx lantmeeter inden jare 1617;1701
1874-275160;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/44/99/79/44997995031755626272527610306845106641.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275160;Caerte van de Purmer met haer wegen, wateringhen, cavels en watermolens, also de selve gecavelt is, op den XIII.en Augusti anno MDC.XXII: mitsgaders de omleggende steden, dorpen en landen;1722
1874-275510;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/93/50/91/9350917089441590583187476564294334883.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275510;Caerte vertoonende de landen etc. van den Overwaert gelegen binnen den ringdyk van den Alblasserwaert;1706
1874-275169;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/90/23/08/90230897888239021928629966835669585882.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275169;Den Alblasser Waard en Vyf Heeren Landen, te samen groot 33110 mergen;1767
1874-275512;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/17/20/02/17200279149023731524600401390018893679.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275512;Het Hooge Heemraadschap van de Crimpenre Waard;1792
1874-275509;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/73/09/35/73093551521201731749208916286437586336.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275509;Het Hooge Heemraedt schap van Schielandt ...;1684
1874-275511;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/68/68/84/68688441479898519612626265641861642454.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275511;Het hooge heemraadschap van de Crimpenre Waard;1741
1874-275357;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/79/91/69/79916946806760213780759814910473703314.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275357;Kaart van de Diemermeer voor en bij derzelver bedijking in den jaare 1629 ...;1793
1874-275172;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/43/11/45/43114516513137799986729669059060340646.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275172;Kaarte ende meetinge gedaan ende gemaakt bij ons ondergeschreven uijt last en ordre van de ed. mogende heeren commissarissen van haar ed. grootmogende de heeren staaten van Holland ende Westvrieslandt, tot de verkoopinge der selver domijnen geauthoriseert;1727
1874-275163;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/45/44/154544332739621422965774743105036910638.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275163;Kaarte van alle de dykpligtige en eenige waalpligtige landen behorende onder het Hoogreemraadschap van den Zeeburg en Diemerdyk;1781
1874-275161;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/34/95/143495269662048386911263620696412979207.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275161;Nieuwe caarte van het Dykgraafschap van West-Vriesland, genaamt Geestmer-Ambagt, Schager en Niedorper Cogge;1730
1874-275170;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/30/97/50/30975095499230639692078265072514018484.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-275170;Nieuwe kaart van de Vyf Heeren Landen gelegen tusschen den Dief en Zouwen Dyk;1741
