263;Kaart: *VIII*.B.d.2-p (Dk38-5);;;;;021458;v;De Grietenye van Ydaerdera-deel ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Kaart: *VIII*.B.d.2-q (Dk38-5);;;;;021459;v;De Grietenie van Menaldema Deel ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Kaart: *VIII*.B.d.2-r (Dk38-5);;;;;021460;v;De Grietenye van Dongerdeel west-zyde der Pasens ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Kaart: *VIII*.B.d.2-s (Dk38-5);;;;;021464;v;De Grietenie van Dongerdeel oost zyde der Paessens ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Kaart: *VIII*.B.d.2-t (Dk38-5);;;;;021461;v;De Grietenye van Leeuwerderda-deel ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Kaart: *VIII*.B.d.2-u (Dk38-5);;;;;021462;v;De Grietenye van Ferwerdera-deel ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Kaart: *VIII*.B.d.2-v (Dk38-5);;;;;021463;v;De Grietenye van Kollumerlandt ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Kaart: *VIII*.B.d.2-w (Dk38-5);;;;;021465;v;De Grietenye van Hasscherlandt ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Kaart: *VIII*.B.d.2-x (Dk38-5);;;;;021466;v;De Grietenye van Utingeradeel … gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Kaart: *VIII*.B.d.2-y (Dk38-5);;;;;021467;v;De Grietenye van Aengewerden ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Kaart: *VIII*.B.d.2-z (Dk38-5);;;;;021468;v;De Grietenye van Doniawerstal ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Kaart: *VIII*.B.d.2-aa (Dk38-5);;;;;021469;v;De Grietenye van Lemster-landt … gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Kaart: *VIII*.B.d.2-bb (Dk38-5);;;;;021470;v;De Grietenye van Schoterlandt ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Kaart: *VIII*.B.d.2-cc (Dk38-5);;;;;021471;v;De Grietenie van Gaesterlandt … gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;Kaart: *VIII*.B.d.2-dd (Dk38-5);;;;;021472;v;De Grietenie van Opsterlandt … gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Kaart: *VIII*.B.d.2-ee (Dk38-5);;;;;021473;v;De Grietenie van Stellingwerf West Eynde ... gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;Kaart: *VIII*.B.d.2-ff (Dk38-5);;;;;021474;v;De Grietenye van Stellingwerf Oost Eynde … gepubliceerd in 1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Kaart: *VIII*.B.d.3 (Dk38-5);;;;;021484;v;"Nieuwe kaart van Friesland : behoorende tot het Vaderlandsch woordenboek van Jacobus Kok ; gepubliceerd in 1782";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Kaart: *VIII*.B.d.4 (Dk38-5);;;;2 versies deze versie is de beste, KAART: Moll 67G (Dk41-7) wordt overgeslagen.;021485;v;"Friesland met de zee ten westen in haar stroomen … uitgegeeven door Ottens, Frederik; gepubliceerd in 1725";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Kaart: *VIII*.B.d.5 (1) (Dk38-5);;;;Onder Bd5 vallen 3 alephnummers, let dus goed op dat de juiste titel hier bij het juiste item zit!;021497;v; Oostergo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Kaart: *VIII*.B.d.5 (2) (Dk38-5);;;;Onder Bd5 vallen 3 alephnummers, let dus goed op dat de juiste titel hier bij het juiste item zit!;021498;v;Westergo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Kaart: *VIII*.B.d.5 (3) (Dk38-5);;;;Onder Bd5 vallen 3 alephnummers, let dus goed op dat de juiste titel hier bij het juiste item zit!;021499;v;Zevenwolden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Kaart: *VIII*.B.d.6 (Dk38-5);;;;;021487;v; Frisiae occidentalis typus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Kaart: *VIII*.B.d.7 (Dk38-5);;;;;021488;v;"Nieuwe kaart van de provincie Friesland door Roeder, Johann Christoff de; gepubliceerd in 1792";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Kaart: *VIII*.B.d.8 (Dk38-5);;;;Deze kaart overslaan, Ackersdijck 66 is beter.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Kaart: *VIII*.B.d.9 (Dk38-5);;;x;;021490 ;v;"Frisia occidentalis ; gepubliceerd in 1630";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;Kaart: *VIII*.B.d.10 (Dk38-5);;;x;;021491;v;"Frisia Occidentalis door Sibrandus Leo; gepubliceerd in 1609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Kaart: *VIII*.B.d.11 (Dk38-5);;;;;021492;v;"Leoverdia.; gepubliceerd in 1650";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;Kaart: *VIII*.B.d.12 (Dk38-5);;;;;021493;v;"Franekera.; gepubliceerd in 1650";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Kaart: *VIII*.B.d.13 (Dk38-5);;;;;021494;v;"Harlingen.; gepubliceerd in 1649";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Kaart: *VIII*.B.d.14 (Dk38-5);;;;;021495;v;"Kaart der doorbraken en overstrooming van Friesland op den 4 february 1825.; gepubliceerd in 1825";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Kaart: *VIII*.B.d.15 (Dk38-5);;;;;021496;v;"Charte von Friesland ; gepubliceerd in 1786";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;KAART: *VIII*.B.d.16 (Dk49-1);;;;B.d.16 zelf wordt vooraf gegaan door KAART: *VIII*.B.d.16a (A) en KAART: *VIII*.B.d.16b (A)  (itemnummers 021536 en 021537 hier onder in de excel lijst na C32) en wordt gevolgd door series A, B en C.;;?;Dit is dezelfde kaart als A1, A1 is in mindere staat, maar wel met boorgaten. Allebei scannen? Wacht op mail Marco.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;KAART: *VIII*.B.d.16 (A1) (Dk49-1);;;;Mail Marco aanvulling #2;021500;v;Leeuwarderadeel, de eerste grietenij van Oostergoo, benevens ... gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;KAART: *VIII*.B.d.16 (A2) (Dk49-1);;;;;021501;v;Gemeente Ferwerderadeel, (voormalige tweede grietenij van Oostergoo)... gepubliceerd in 1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;KAART: *VIII*.B.d.16 (A3) (Dk49-1);;;;;021502;v;Gemeente West-Dongeradeel, (voormalige derde grietenij van Oostergoo)... gepubliceerd in 1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;KAART: *VIII*.B.d.16 (A4) (Dk49-1);;;;;021503;v;Gemeente Oost-Dongeradeel, (voormalige vierde grietenij van Oostergoo) ...  gepubliceerd in 1859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;KAART: *VIII*.B.d.16 (A5) (Dk49-1);;;;;021504;v;Kollumerland en Nieuw Kruisland, de vijfde grietenij van Oostergoo ...  gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;KAART: *VIII*.B.d.16 (A6) (Dk49-1);;;;;021505;v;"Achtkarspelen, de zesde grietenij van Oostergoo : kadastrale gemeenten... door Witteveen, J. W; gepubliceerd in 1850";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;KAART: *VIII*.B.d.16 (A7) (Dk49-1);;;;;021510;v;Dantumadeel, de zevende grietenij van Oostergoo ... gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;KAART: *VIII*.B.d.16 (A8) (Dk49-1);;;;;021506;v;Tietjerksteradeel, de achtste grietenij van Oostergoo ... gepubliceerd in 1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;KAART: *VIII*.B.d.16 (A9) (Dk49-1);;;;;021507;v;Smallingerland, de negende grietenij van Oostergoo ... gepubliceerd in 1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;KAART: *VIII*.B.d.16 (A10) (Dk49-1);;;;;021508;v;Idaarderadeel, de tiende grietenij van Oostergoo ... gepubliceerd in 1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;KAART: *VIII*.B.d.16 (A11) (Dk49-1);;;;;021509;v;Rauwerderhem, de elfde grietenij van Oostergoo ...  gepubliceerd in 1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;KAART: *VIII*.B.d.16 (B12) (Dk49-1);;;;;021515;v;Gemeente Menaldumadeel, (voormalige eerste grietenij van Westergoo) ... gepubliceerd in 1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;KAART: *VIII*.B.d.16 (B13) (Dk49-1);;;;;021516;v;Gemeente Franekeradeel, (voormalige tweede grietenij van Westergoo) … gepubliceerd in 1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;KAART: *VIII*.B.d.16 (B14) (Dk49-1);;;;;021517;v;Gemeente Barradeel, (voormalige derde grietenij van Westergoo) ... gepubliceerd in 1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;KAART: *VIII*.B.d.16 (B15) (Dk49-1);;;;;021518;v;Baarderadeel, de vierde grietenij van Westergoo … gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;KAART: *VIII*.B.d.16 (B16) (Dk49-1);;;;;021519;v;Hennaarderadeel, de vijfde grietenij van Westergoo ... gepubliceerd in 1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;KAART: *VIII*.B.d.16 (B17) (Dk49-1);;;;;021520;v;Gemeente Wonseradeel, (voormalige zesde grietenij van Westergoo) … gepubliceerd in 1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;KAART: *VIII*.B.d.16 (B18) (Dk49-1);;;;;021521;v;Gemeente Wymbritseradeel, (voormalige zevende grietenij van Westergoo) ... gepubliceerd in 1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;KAART: *VIII*.B.d.16 (B19) (Dk49-1);;;;;021522;v;Hemelumer Oldephaert en Noordwolde, de achtste grietenij van Westergoo ... gepubliceerd in 1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;KAART: *VIII*.B.d.16 (B20) (Dk49-1);;;;;021523;v;Gemeente Het Bildt, (voormalige negende grietenij van Westergoo) … gepubliceerd in 1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;KAART: *VIII*.B.d.16 (C21) (Dk49-1);;;;;021524;v;Utingeradeel, de eerste Grietenij van Zevenwouden ... gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;KAART: *VIII*.B.d.16 (C22) (Dk49-1);;;;;021525;v;Gemeente Aengwirden, voormalige tweede grietenij van Zevenwouden … gepubliceerd in 1859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;KAART: *VIII*.B.d.16 (C23) (Dk49-1);;;;;021526;v;Doniawerstal, de derde grietenij van Zevenwouden ... gepubliceerd in 1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;KAART: *VIII*.B.d.16 (C24) (Dk49-1);;;;;021527;v;Haskerland, de vierde grietenij van Zevenwouden … gepubliceerd in 1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;KAART: *VIII*.B.d.16 (C25) (Dk49-1);;;;;021528;v;Schoterland, de vijfde grietenij van Zevenwouden ... gepubliceerd in 1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;KAART: *VIII*.B.d.16 (C26) (Dk49-1);;;;;021529;v;Gemeente Lemsterland (voormalige zesde grietenij van Zevenwouden) ... gepubliceerd in 1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;KAART: *VIII*.B.d.16 (C27) (Dk49-1);;;;;021530;v;Gemeente Gaasterland, voormaals de zevende grietenij van Zevenwouden … gepubliceerd in 1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;KAART: *VIII*.B.d.16 (C28) (Dk49-1);;;;;021531;v;Opsterland, de achtste grietenij van Zevenwouden ... gepubliceerd in 1853 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;KAART: *VIII*.B.d.16 (C29) (Dk49-1);;;;;021532;v;Stellingwerf-Oosteinde, de negende grietenij van Zevenwouden … gepubliceerd in 1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;KAART: *VIII*.B.d.16 (C30) (Dk49-1);;;;;021533;v;Stellingwerf-Westeinde, de tiende grietenij van Zevenwouden … gepubliceerd in 1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;KAART: *VIII*.B.d.16 (C31) (Dk49-1);;;;;021535;v;Het eiland Ameland, voormaals eene heerlijkheid, later de 31e grietenij der provincie Friesland ... gepubliceerd in 1859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;KAART: *VIII*.B.d.16 (C32) (Dk49-1);;;;;021534;v;Het eiland Schiermonnikoog, voormaals eene heerlijkheid, later de 32e grietenij der provincie Friesland  ... 1859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;KAART: *VIII*.B.d.16a (A) (Dk49-1);;;;Titelbladen vd atlas waar bovenstaande kaarten uit komen. Zitten samen aan het begin van map A.;021536;v;Nieuwe atlas van de provincie Friesland ... op last der Provinciale Staten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;KAART: *VIII*.B.d.16b (A) (Dk49-1);;;;;021537;v;Nieuwe atlas van de provincie Friesland ... gepubliceerd in 1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Kaart: *VIII*.B.d.17 Rar;;;;Overslaan want atlas;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Kaart: *VIII*.B.d.18 (DK34-5);;X;;Atlas;021544;v;Algemeene Kaart van de Provincie Friesland ... gepubliceerd in 1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Kaart: *VIII*.B.d.19 (Dk50-9);;;;;021545;v;Hydrographische kaart der zeegaten van Vlieland, Terschelling en Ameland ... gepubliceerd in 1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Kaart: *VIII*.B.d.20 (Dwk);;;;Wandkaart, vervalt.;021546;x;Algemene kaart van de provincie Friesland ... gepubliceerd in 1862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Kaart: *VIII*.B.d.21 (Dk38-5);;;;;021547;v;Dominii Frisiae tabula … gepubliceerd in 1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Kaart: *VIII*.B.e.1a (Dk38-6);;;;Al eens gedaan maar moet volgens mij opnieuw.;021548;v;Illustribus ac potentibus comitatus Drentiae D.D. Statoribus ... gepubliceerd in 1634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Kaart: *VIII*.B.e.1b (Dk38-6);;;;KAART: Ackersdijck 70 (Dk26-7) overslaan, deze versie is beter. (maakt overigens weinig uit);021549;v;Illustribus ac potentibus comitatus Drentiae DD. Statoribus … gepubliceerd in 1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Kaart: *VIII*.B.e.2 (Dk38-6);;;;;021550;v;"Drentia Comitatus Transiselaniae Tabula II ; gepubliceerd in 1645";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Kaart: *VIII*.B.e.3 (Dk34-4);;X;;De huidige versie is goed genoeg. 4 bladige kaart, moet nog digitaal gemonteerd worden.;x;x;"Kaart van de provincie Drenthe ... door Werneke, Anthonij; gepubliceerd in 1840";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Kaart: *VIII*.B.e.4 (Dk38-6);;;;Geplakt op wit passepartout, scans hebben wit randje.;021552;v;"Nieuwe naaukeurige kaart van het graafschap Drente.; gepubliceerd in 1740";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Kaart: *VIII*.B.e.5 (Dk38-6);;;;Link naar RUG in aleph. Wel gewoon scannen.;021553;v;Nieuwe kaart van het vrye landschap Drenthe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Kaart: *VIII*.B.f.1 (Dk38-6);;X;;;021554;v;"Transisalania Provincia vulgo Over-Yssel door Have, Nicolaas ten; gepubliceerd in 1743";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;Kaart: *VIII*.B.f.2 (Dk38-6);;;;;021555;v;"L'Over-Issel suivant les nouvelles observations ... augmentées de nouveau.; gepubliceerd in 1715";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Kaart: *VIII*.B.f.3 (Dk38-6);;;;;021556;v;"Carte von Over-Yssel und Drenthe door Güssefeld, Franz Ludwig; gepubliceerd in 1787";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Kaart: *VIII*.B.f.4 (Dk38-6);;;;;021557;v;"Transisalania Provincia, vulgo Over-yssel door Have, Nicolaas ten; gepubliceerd in 1750";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;Kaart: *VIII*.B.f.5 (Dk38-6);;;;;021558;v;"Ditio Trans-Isulana.; gepubliceerd in 1638";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Kaart: *VIII*.B.f.6 (Dk38-6);;;;;021559;v;"Tran-siselana door Coronelli, Vincenzo Maria; gepubliceerd in 1692";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Kaart: *VIII*.B.f.7 (Dk38-6);;;;;021561;v;"Over-IJsel.; gepubliceerd in 1750";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;Kaart: *VIII*.B.f.8 (Dk38-6);;;;;021560;v;"Kaart der doorbraken en overstroming van Overysel en Gelderland op den 4 feb.y 1825.; gepubliceerd in 1825";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;Kaart: *VIII*.B.f.9 (Dk38-6);;;;NIET IN ALEPH! (wel in lade);x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;Kaart: *VIII*.B.f.10 (Dk38-6);;;;KAART: Ackersdijck 74 (Dk26-7) is beter, deze overslaan.;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Kaart: *VIII*.B.f.11 (Dk34-5);;X;;Atlas;021580;x;"Topographische kaart van de provincie Overijssel, op last der Staten van dat gewest vervaardigd ; gepubliceerd in 1849";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Kaart: *VIII*.B.g.1 (Dk38-7);;;;;021581;v;"Caartje van het Land van tusschen Maas en Waal en van het Rijk van Nijmegen ; gepubliceerd in 1799";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Kaart: *VIII*.B.g.2 (Dk38-7);;;;Photoshop maakt kromme merge, scans zelf zijn wel ok.;021582;v;"Deze landkaart van den Thieler Waard door Leempoel, Wouter; gepubliceerd in 1759";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Kaart: *VIII*.B.g.3 (Dk38-7);;;;;021583;v;Kaart van de Bylandsche Waard … gepubliceerd in 1779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;Kaart: *VIII*.B.g.4 (Dk38-7);;;;;021584;v;Kaart, waar op afgebeeld den inschaarenden oever van 's Gravenwaard en Herwen … gepubliceerd in 1765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;Kaart: *VIII*.B.g.5 (Dk38-7);;x;;Deze wel scannen, nog mailen Marco (#3) (zie KAART: Moll 139-1a, 1b, 2a, 2b (Dk41-11) );021586;v;Kaart van den Rhynstroom, van boven de stad Emmerik tot beneden de stad Arnhem ... gepubliceerd in 1793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Kaart: *VIII*.B.g.6 (Dk38-7);;;;;021585;v;Kaartje van de rivier den Ijssel … gepubliceerd in 1820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Kaart: *VIII*.B.g.7 (Dk38-7);;;;;021587;v;Kaart van eenige bouwlanden gelegen onder Middachten … gepubliceerd in 1863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Kaart: *VIII*.B.g.8 (Dk38-7);;;;2 ex, gekleurde exemplaar gekozen.;021588;v;Ducatus Geldriae Batavae et Hispanicae ... gepubliceerd in 1705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Kaart: *VIII*.B.g.9 (Dk38-7);;;;;021589;v;"Wageningen door Geelkercken, Nicolaas van; gepubliceerd in 1654";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;Kaart: *VIII*.B.g.10 (Dk38-7);;;;;021590;v;"Tyel door Geelkercken, Nicolaas van; gepubliceerd in 1654";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
