1874-291707;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/67/17/156717220749783987092569118751787438773.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291707;Plan der Schelde van boven Antwerpen tot aan het dorp Doel: met de positie onzer scheepsmagt by de hervatting der vyandelykheden tegen de Belgen, op den 3den augustus 1831, enz.;1832;zamengesteld door M.F. Courier dit Dubekart;gegraveerd door W.C. van Baarsel;640;450;29000;Moll 697
1874-291708;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/13/08/82/130882023471565876344054246011115150673.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291708;Positie voor Antwerpen [tijdens het beleg door het Franse leger, tussen 15 november en 23 december 1832];1832;;;590;420;8250;Moll 698
1874-291709;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/58/54/125854802656160403242438440016898688552.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291709;Aanvang van het beleg van de Citadel van Antwerpen door het Fransche leger in December 1832;1833;steend. Desguerrois;;500;260;8250;Moll 699
1874-291710;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/18/39/88/18398830384352756644927129617239000614.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291710;Plan des opérations pour l'attaque de la Citadelle d'Anvers par l'armée Française sous les ordres du Maréchal Gérard, 1832;1832;Lith. M. Ropoll fils ainé;;290;230;8250;Moll 700
1874-291899;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/11/11/121111366581176494909052897106785016858.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291899;Plans des ville et citadelle de Verdun;1700;;;270;210;13000;Moll 703
1874-291900;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/07/93/160793991446064575669794718833008386493.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291900;Plan de la ville et citadelle de Cambray: place forte du pays bas capitalle du Comté Cambresis situé sur la riviere de l'Escaut a trois lieues de Bouchain, a cinq du Quesnoy, a six et demy de Landrecy, a six de Valenciene, a cinq de Douay, a huit […];1715;B. v. Zyl fecit;;490;390;5000;Moll 704
1874-291901;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/70/40/95/70409597147081810520560800671281220812.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291901;Plan de la ville et citadelle d'Arras: place forte Evêché capitalle du Comté d'Artois située sur la petite Piviere d'Escarpe;1710;;;490;390;8650;Moll 705
1874-291902;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/71/27/107127313681453804776652512509675335451.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291902;Le plan de Hesdin: ville forte du Comté d'Artois sur la riviere du Canche;1708;B. v. Zyl fecit;;390;330;8400;Moll 706
1874-291903;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/58/42/64/58426418670333688813046888827770834631.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291903;Plan de Conde: ville forte du Comté de Hainaut situee sur l'Escaut au conflent de la riviere d'Haine a deux lieues de Valenciennes a cinq de Tournay a quatre de Mons et cinq d'Ath;1708;;;360;470;5000;Moll 707
1874-291904;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/91/29/159129195086097160324286734443948557656.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291904;Plan de l'innondation de la ville de Condé du costé de l'estranger;1712;;;370;370;15000;Moll 708
1874-291905;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/72/76/147276164770939840086653620318259901607.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291905;Plan du siège de Lille avec des environs [1708];1708;P. v. Cal fecit;;400;600;17000;Moll 709
1874-291906;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/80/00/118000777199089578027123443217120671164.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291906;Plan de la ville de Lille : investie par les Haut-Allies sous le commandement de S. A. le Prince Eugene de Savoye le 13. Aoust et prize le 8. Octobre 1708, où l'on void comment et par où elle a esté attaquée;1709;dessinné sur le lieu avec la derniere exactitude par Monsr. Brüchman, capitaine ...;;570;460;25000;Moll 710
1874-291907;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/85/40/54/85405422396703606240585414871691480870.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291907;Plan de la ville et citadelle de Lille: la ville fut attaquée par les Alliés sous le commandement de S. A. Le Prince Eugene de Savoye le 22. Aoust, & se rendit le 22. Octobre 1708 : l'ennemy s'estant retiré par accord dans la citadelle, elle fut pareil […];1709;par Mons.r. Brüchman;;560;440;10000;Moll 711
1874-291927;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/48/85/73/48857324188715392907278963498574012961.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291927;Plan de la citadelle de Lille: laquelle, apres que la ville fut prise le 22. Octobre, on a aussi commencé d'attaquer sous le commandement de S. A. Le Prince Eugene de Savoye dès le 29. et ainsi continué ... iusques au 8. Decembre 1708 ...;1709;par le Sieur Brüchman capitaine ...;;550;430;4450;Moll 712
1874-291928;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/45/45/53/45455380693105835566939184813489992294.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291928;Plan de la ville et citadelle de Valenciennes: ville forte du comté d'Hainaut située sur la riviere de l'Escaut : elle fut prise sur les Espagnols par les François le 17. mars en 1677;1709;;;480;370;6000;Moll 713
1874-291929;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/27/94/77/27947727339107796851223889470342687597.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291929;Plan et profil de la ville de Maubeuge;1709;Harrewyn fecit;;440;360;5100;Moll 714
1874-291930;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/60/84/75/60847521233492373543663743081065828761.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291930;Plan de Bethune: ville forte du Comte d'Artois situe sur la pitite riviere de Lave a huit lieues de Lille huit de Douay six et demye d'Arras et quatre d'Aire;1712;B. v. Zyl fec.;;490;390;4250;Moll 715
1874-291931;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/49/97/97/49979774421420036640860138581001438281.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291931;Bethune: attaque du General Fagel où il a fait ouvrir la tranchée la nuit du 23. au 24me de Juliet : attaque du General Schoulenbourg ou l'on n'a ouvert la tranchee que le 27. de Juliet;1710;Harrewijn f.;;460;410;5275;Moll 716
1874-291932;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/85/99/67/85996713818771255090892508254941804634.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291932;Plan de la ville d'Aire et du Fort St. François: ville forte du Comte d'Artois situee sur la Lis a trois lieues de S. Omer a trois et demy de Bethune a huit de Hedin a dix d'Arras et a unze de Lille : il y a Bailliage, sitte ville fut assiegees par les […];1710;B. v. Zyl fec.;;480;380;6500;Moll 717
1874-291933;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/45/25/20/45252013069017358295801766808022739696.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291933;Plan de la ville d'Air et du Fort St. Francois et de ses trois attaques dans l'estat qu'elle estoit quand elle fut assiegée par les Hauts Alliés sous le commandement de S. A. S. Monseig. le Prince d'Anhalt Dessau l'an 1710 ayant été investie le 6me du […];1711;leve et dessiné par F. [=J.] H. Weber Capitaine et Ingenieur ...;P. Devel fecit;590;430;6000;Moll 718
1874-291934;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/87/35/42/87354213692443806286591917574928147642.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291934;Plan de St. Venant, avec la circonvalation et l'ataque, investi par S. A. Monr. le Prince d'Orange le 6. 7bre 1710, par 20 Bat. et 4 Esq.: l'ouverture de la tranchée se fit la nuit du 16. au 17. 7bre et la place demanda à capituler le 29e. du même Mois;1710;P. Devel f.;;470;410;;Moll 719
1874-291935;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/56/61/03/56610317754968490414081320450382131373.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291935;Plan de Philippe-Ville: dans le Comté de Hainaut située a 50. degrez et 16 minutes de latitude, et à 25. degrez et 53. minutes de longitude;1710;;;290;390;6000;Moll 720
1874-291936;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/35/11/45/35114529495895196340634579617246997753.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291936;Plan de la ville et citadelle de Dunkerque: avec les forts aux environs, places fortes et maritimes situées sur la Mer Oceane en la Comté de Flandres elle est au Roy de France depuis le 27 Novembre 1662 et cedée à l'Angleterre en 1712;1712;;;570;370;15600;Moll 721
1874-291937;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/20/59/26/20592641820033763407672001138265730417.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291937;Plan de la ville et de la citadelle de Dunkerque, comme elle a été avant la démolition que les Anglois en ont faite en 1714: la plus grande partie des Fondemens sont dans leur entier;1743;;;730;500;15000;Moll 722
1874-291938;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/36/25/20/3625208390413213660402311908956346263.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291938;Carte topographique du port et de la Ville de Cherbourg et de ses environs;1787;levées sur les lieux par J.G.B. Ingenieur geographe, 1787;;720;540;30000;Moll 723
1874-291939;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/11/62/37/116237473950216512850335089087194319751.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291939;Plan de St. Jean de Luz avec les différents projets d'agrandissem.t du port;1784;;;630;500;;Moll 724
1874-291940;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/70/43/22/7043226806099496539803503749122947241.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291940;The situation of the English, French and Spanish fleets, when they begun the engagements in the Mediterranean, on the eleventh of Feby. 1743-4 [= 1744]: Cape Sicie bearing then N.N.E. & from the center of the fleet about ten leagues ...;1744;James Main delin.;W.H. Toms sculp.;730;490;185000;Moll 725
1874-291941;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/74/24/107424780834215800560871643040022664716.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291941;Port de Vigos;1702;;;480;260;112000;Moll 726
1874-291943;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/14/62/18/146218649253936516515106907289448009897.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291943;Caarte van de landingh inde Baaij van Vigos als meede het inneemen van twee Casteels en het verooveren der Spaansche silvre vloot ten ancker leggende inde Baaij voor Redondella den 23 en 24 october 1702;1702;geteekendt door L. du Mée, ordinaris Ingenjeur;Jan v. Call fecit;730;480;112000;Moll 727
1874-291946;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/13/27/18/132718421022846763204285731101604750657.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291946;Plaan vande dissante of landing in Spangien voor Cadix met de campementen en marse door den Hertog van Ormont en den Generaal Majoor en Baron de Spar gedaan ceedert den 26 Augustus tot den 27. Septem[be]r anno 1702;1702;geteekent door L. du Mee, Ordinaris Ingenjeur;J. v. Call fec.;720;480;48200;Moll 730
1874-291947;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/40/22/03/40220309631887899243626001083868782079.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291947;Kaart van de Baay van Cadix met de plans der fortificatien;1760;ten dienst der zeevaart opgesteld door William May, Luit. ter Zee;;560;500;15000;Moll 731
1874-291948;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/94/79/57/94795753914126506699526528068909519268.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291948;Niew en seer nawkeurig corecte plan van Gibraltar met alle syne fortificatiens en verbeteringe en de nuttigheeden van dien plaats;1727;;;280;230;8000;Moll 732
1874-291949;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/23/51/67/23516784459761053455000237928346212978.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291949;Plan de la ville de Gib[r]altar située au detroit de ce nom: cette ville a pris son nom d'une montagne qui fut ainsi nommée de Tarik Fameux Capitaine des Maures, qui y posa son premier Camp, cest pourquoy on l'appela Gibal-Tarik, en langue maure, comme […];1727;en 1706 mis au jour a Amsterdam par Nicolas Visscher avec privilege;naa 't orgineel geteekent en uytgegeven tot Amsteldam door Nicolaum Visscher met privil.;530;440;2600;Moll 733
1874-291950;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/16/48/59/164859256640606025526094260686033618419.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291950;Gibralter & de Spaensche lijnien;1750;door Sierd Geerts, Commandeur & Instrukteur ter Zee;;1500;670;250;Moll 734
1874-291951;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/12/71/61/127161980479824020988002378035103564857.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291951;Théâtre de la guerre sur la Mer Méditerranée: comprennant l'invasion de l'isle Minorque par l'armée espagnole aux ordres du Duc de Crillon le 19 aoust 1781 : avec les plans du Port Mahon, du Fort S. Philippe, une partie des côtes d'Espagne, de […];1782;dressée par M. Brion de la Tour, ingénieur géog. du roi, suivant la correspondance de M. Artaud rédacteur du courier d'Avignon avec des officiers de marque de cette armée;;760;520;8250;Moll 735
1874-291952;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/66/45/70/664570071438274750495230867759071137.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291952;Plan de la ville et citadelle de Turin assiegées par l'armée de France, le 3e. Juin 1706 et secourués par leurs Altesses Royale, et Serenissime de Savoye, le 7e. Septembre de la même année;1707;;;590;460;13000;Moll 736
1874-291953;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/77/24/94/77249459591348550155809430636196263812.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291953;Carte générale des marches, positions, combats et batailles, de l'Armée de Réserve, depuis le passage du Grand St. Bernard, le 24 Floréal An 8 jusqu'à la victoire complette & décisive remportée à Marengo, le 25 prairial suivant: présentee au […];1803;faite ... par Lapie Ing. Géogr.;gravé par P.F. Tardieu;630;440;650000;Moll 737
1874-291954;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/15/90/86/159086874162391287692891504482494493334.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291954;Bataille de Tolentino ... 1815;1821;lihographie par Jobard de Baissey;;420;250;50000;Moll 738
1874-291955;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/70/98/10/70981094893039410661344794928325943866.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291955;Stelling van de Geallieerde en Turksche eskaders in de haven van Navarino;1827;;;260;190;;Moll 739
1874-291956;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/38/56/103856640621677876529748106636308335741.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291956;De batteryen der stad Algiers;1820;C.A. v. Schaik lith.;;280;170;10000;Moll 740
1874-291957;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/64/92/69/64926965230456002074671276732960570330.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291957;Plan des fortifications de la ville de Louisbourg dans l'isle de Cap-Breton;1758;;;440;560;8000;Moll 741
1874-273850;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/69/10/65/69106509592520665414628244216273336917.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-273850;Archipelague du Mexique ou sont les Isles de Cuba, Espagnole, Jamaïque &c.;1727;[par Pierre Mortier];;1000;580;5000000;Moll 742
1874-291961;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/10/71/36/107136860378984186982605962410652418167.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291961;Plan van de Willem Stadt en het Fort Amsterdam op het Eyland Curaçao met de nieuwe geprojecteerde werken ...;1740;;;510;700;;Moll 744
1874-291962;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/88/50/83/8850835396674506514289224105872914142.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291962;This plan of the harbour, town and forts of Porto Bello (taken by Edward Vernon Esq.r, Vice Admiral of the Blue on the 22nd of November 1739, with six men of war only);1740;drawn by Lieuten.t Philip Durell is ... inscribed to the Rt. Hon.ble Sir Charles Wager, First Lord Commissioner of the Admiralty;copied from the original ... by Ja. Rentone;590;420;11350;Moll 745
1874-291963;http://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?zoomify=/manifestation/viewer/85/23/41/85234101976653178251400712419378535571.jp2/ImageProperties.xml;Zoomify;http://objects.library.uu.nl/reader/index.php?obj=1874-291963;Gloriosa vict[ori]a que han consequido catholicas armas Espanolas contra una esquadra Bretanica ... el dia 2 de marzo de 1743;1745;Gerza esculp.;;300;210;;Moll 746
